task_id,employee_id,skill_match,experience_level,current_workload,performance_score,difficulty_level,deadline_hours,priority,completion_time
47,22,1,2,24,0.68,1,54,2,6.68
47,23,0,4,29,0.9,1,54,2,4.76
47,24,0,1,25,0.99,1,54,2,8.88
47,25,0,1,8,0.5,1,54,2,9.95
47,26,0,3,17,0.86,1,54,2,4.52
47,27,0,3,33,0.8,1,54,2,5.91
47,28,0,2,39,0.83,1,54,2,7.46
47,29,0,4,7,0.93,1,54,2,3.43
47,30,0,4,34,0.55,1,54,2,6.31
47,31,1,5,35,0.8,1,54,2,6.54
47,32,1,3,35,0.74,1,54,2,6.29
47,33,1,5,14,0.92,1,54,2,3.14
47,34,0,5,26,0.62,1,54,2,5.31
47,35,1,3,9,0.86,1,54,2,4.65
47,36,0,2,13,0.6,1,54,2,6.79
47,37,0,1,32,0.85,1,54,2,10.33
47,38,0,5,23,0.8,1,54,2,5.29
47,39,0,3,29,0.61,1,54,2,7.38
47,40,0,3,22,0.94,1,54,2,5.66
47,41,0,2,6,0.73,1,54,2,4.52
47,42,0,4,20,0.95,1,54,2,4.9
47,43,0,3,28,0.68,1,54,2,5.78
47,44,0,1,1,0.61,1,54,2,8.6
47,45,0,1,13,0.93,1,54,2,7.33
47,46,0,3,9,0.74,1,54,2,4.2
47,47,0,1,24,0.97,1,54,2,8.56
47,48,0,1,12,0.63,1,54,2,9.24
47,49,0,2,3,0.65,1,54,2,4.58
48,0,0,4,29,0.59,3,46,2,9.56
48,1,0,5,21,0.58,3,46,2,8.44
48,2,1,3,23,0.53,3,46,2,11.92
48,3,0,5,36,0.57,3,46,2,10.64
48,4,0,3,22,0.53,3,46,2,12.9
48,5,0,4,30,0.61,3,46,2,10.32
48,6,0,4,21,0.81,3,46,2,8.41
48,7,0,2,22,0.5,3,46,2,16.41
48,8,0,1,27,0.81,3,46,2,20.16
48,9,0,2,28,0.99,3,46,2,11.22
48,10,0,3,3,0.93,3,46,2,6.28
48,11,0,5,9,0.53,3,46,2,7.77
48,12,0,4,25,0.98,3,46,2,7.94
48,13,0,2,9,0.51,3,46,2,15.81
48,14,0,2,20,0.62,3,46,2,14.8
48,15,0,4,7,0.8,3,46,2,6.92
48,16,1,3,14,0.7,3,46,2,9.21
48,17,0,2,4,0.66,3,46,2,12.42
48,18,0,2,4,0.59,3,46,2,13.59
48,19,1,2,26,0.72,3,46,2,13.76
48,20,1,2,36,0.8,3,46,2,13.53
48,21,0,4,21,0.69,3,46,2,8.53
48,22,0,2,24,0.68,3,46,2,13.47
48,23,0,4,29,0.9,3,46,2,8.51
48,24,0,1,25,0.99,3,46,2,17.7
48,25,0,1,8,0.5,3,46,2,27.14
48,26,0,3,17,0.86,3,46,2,8.16
48,27,0,3,33,0.8,3,46,2,10.68
48,28,0,2,39,0.83,3,46,2,13.28
48,29,1,4,7,0.93,3,46,2,5.4
48,30,0,4,34,0.55,3,46,2,11.65
48,31,0,5,35,0.8,3,46,2,8.3
48,32,0,3,35,0.74,3,46,2,11.43
48,33,0,5,14,0.92,3,46,2,5.73
48,34,0,5,26,0.62,3,46,2,8.1
48,35,0,3,9,0.86,3,46,2,7.57
48,36,0,2,13,0.6,3,46,2,14.16
48,37,0,1,32,0.85,3,46,2,20.43
48,38,0,5,23,0.8,3,46,2,7.9
48,39,0,3,29,0.61,3,46,2,11.22
48,40,0,3,22,0.94,3,46,2,8.38
48,41,0,2,6,0.73,3,46,2,11.58
48,42,0,4,20,0.95,3,46,2,7.74
48,43,0,3,28,0.68,3,46,2,11.58
48,44,1,1,1,0.61,3,46,2,22.36
48,45,0,1,13,0.93,3,46,2,17.82
48,46,1,3,9,0.74,3,46,2,8.0
48,47,0,1,24,0.97,3,46,2,18.13
48,48,0,1,12,0.63,3,46,2,23.14
48,49,0,2,3,0.65,3,46,2,11.94
49,0,0,4,29,0.59,2,27,2,8.32
49,1,0,5,21,0.58,2,27,2,6.73
49,2,0,3,23,0.53,2,27,2,8.78
49,3,1,5,36,0.57,2,27,2,8.13
49,4,0,3,22,0.53,2,27,2,8.75
49,5,0,4,30,0.61,2,27,2,8.09
49,6,0,4,21,0.81,2,27,2,6.96
49,7,1,2,22,0.5,2,27,2,12.65
49,8,1,1,27,0.81,2,27,2,14.34
49,9,0,2,28,0.99,2,27,2,8.4
49,10,0,3,3,0.93,2,27,2,4.41
49,11,0,5,9,0.53,2,27,2,6.28
49,12,0,4,25,0.98,2,27,2,6.11
49,13,1,2,9,0.51,2,27,2,11.15
49,14,0,2,20,0.62,2,27,2,10.68
49,15,0,4,7,0.8,2,27,2,4.9
49,16,0,3,14,0.7,2,27,2,6.86
49,17,0,2,4,0.66,2,27,2,8.91
49,18,0,2,4,0.59,2,27,2,9.33
49,19,0,2,26,0.72,2,27,2,9.9
49,20,0,2,36,0.8,2,27,2,11.34
49,21,0,4,21,0.69,2,27,2,6.74
49,22,1,2,24,0.68,2,27,2,10.17
49,23,0,4,29,0.9,2,27,2,6.72
49,24,0,1,25,0.99,2,27,2,13.4
49,25,0,1,8,0.5,2,27,2,18.27
49,26,0,3,17,0.86,2,27,2,7.04
49,27,0,3,33,0.8,2,27,2,7.91
49,28,0,2,39,0.83,2,27,2,11.37
49,29,0,4,7,0.93,2,27,2,4.92
49,30,0,4,34,0.55,2,27,2,8.95
49,31,1,5,35,0.8,2,27,2,7.86
49,32,1,3,35,0.74,2,27,2,8.62
49,33,1,5,14,0.92,2,27,2,4.54
49,34,0,5,26,0.62,2,27,2,6.83
49,35,1,3,9,0.86,2,27,2,6.1
49,36,0,2,13,0.6,2,27,2,10.09
49,37,0,1,32,0.85,2,27,2,15.48
49,38,0,5,23,0.8,2,27,2,5.7
49,39,0,3,29,0.61,2,27,2,9.92
49,40,0,3,22,0.94,2,27,2,6.48
49,41,0,2,6,0.73,2,27,2,8.35
49,42,0,4,20,0.95,2,27,2,6.14
49,43,0,3,28,0.68,2,27,2,8.15
49,44,0,1,1,0.61,2,27,2,15.65
49,45,0,1,13,0.93,2,27,2,12.59
49,46,0,3,9,0.74,2,27,2,6.71
49,47,0,1,24,0.97,2,27,2,13.55
49,48,0,1,12,0.63,2,27,2,16.07
49,49,0,2,3,0.65,2,27,2,9.04
50,0,0,4,29,0.59,2,17,1,8.23
50,1,1,5,21,0.58,2,17,1,6.71
50,2,0,3,23,0.53,2,17,1,9.07
50,3,0,5,36,0.57,2,17,1,8.85
50,4,0,3,22,0.53,2,17,1,9.97
50,5,1,4,30,0.61,2,17,1,7.86
50,6,0,4,21,0.81,2,17,1,6.75
50,7,0,2,22,0.5,2,17,1,12.49
50,8,0,1,27,0.81,2,17,1,14.8
50,9,1,2,28,0.99,2,17,1,8.83
50,10,0,3,3,0.93,2,17,1,4.43
50,11,0,5,9,0.53,2,17,1,5.5
50,12,0,4,25,0.98,2,17,1,6.49
50,13,0,2,9,0.51,2,17,1,10.79
50,14,0,2,20,0.62,2,17,1,11.42
50,15,1,4,7,0.8,2,17,1,5.22
50,16,0,3,14,0.7,2,17,1,6.78
50,17,0,2,4,0.66,2,17,1,8.57
50,18,0,2,4,0.59,2,17,1,9.89
50,19,0,2,26,0.72,2,17,1,10.85
50,20,0,2,36,0.8,2,17,1,10.78
50,21,0,4,21,0.69,2,17,1,6.84
50,22,0,2,24,0.68,2,17,1,10.0
50,23,1,4,29,0.9,2,17,1,7.3
50,24,0,1,25,0.99,2,17,1,13.23
50,25,0,1,8,0.5,2,17,1,19.11
50,26,1,3,17,0.86,2,17,1,6.74
50,27,0,3,33,0.8,2,17,1,8.81
50,28,1,2,39,0.83,2,17,1,10.37
50,29,0,4,7,0.93,2,17,1,4.35
50,30,0,4,34,0.55,2,17,1,8.6
50,31,0,5,35,0.8,2,17,1,7.35
50,32,0,3,35,0.74,2,17,1,8.72
50,33,0,5,14,0.92,2,17,1,4.59
50,34,0,5,26,0.62,2,17,1,6.57
50,35,0,3,9,0.86,2,17,1,5.24
50,36,1,2,13,0.6,2,17,1,9.9
50,37,0,1,32,0.85,2,17,1,15.05
50,38,0,5,23,0.8,2,17,1,6.51
50,39,0,3,29,0.61,2,17,1,9.1
50,40,1,3,22,0.94,2,17,1,7.55
50,41,0,2,6,0.73,2,17,1,8.25
50,42,0,4,20,0.95,2,17,1,6.55
50,43,0,3,28,0.68,2,17,1,9.11
50,44,0,1,1,0.61,2,17,1,15.3
50,45,0,1,13,0.93,2,17,1,12.65
50,46,0,3,9,0.74,2,17,1,5.84
50,47,1,1,24,0.97,2,17,1,12.26
50,48,1,1,12,0.63,2,17,1,16.85
50,49,0,2,3,0.65,2,17,1,8.84
51,0,0,4,29,0.59,1,43,2,5.98
51,1,0,5,21,0.58,1,43,2,4.59
51,2,1,3,23,0.53,1,43,2,6.11
51,3,0,5,36,0.57,1,43,2,6.79
51,4,0,3,22,0.53,1,43,2,7.14
51,5,0,4,30,0.61,1,43,2,5.72
51,6,0,4,21,0.81,1,43,2,4.32
51,7,0,2,22,0.5,1,43,2,8.46
51,8,0,1,27,0.81,1,43,2,9.04
51,9,0,2,28,0.99,1,43,2,6.69
51,10,0,3,3,0.93,1,43,2,2.95
51,11,0,5,9,0.53,1,43,2,4.41
51,12,0,4,25,0.98,1,43,2,5.46
51,13,0,2,9,0.51,1,43,2,7.36
51,14,0,2,20,0.62,1,43,2,7.18
51,15,0,4,7,0.8,1,43,2,3.97
51,16,1,3,14,0.7,1,43,2,5.33
51,17,0,2,4,0.66,1,43,2,4.61
51,18,0,2,4,0.59,1,43,2,5.83
51,19,1,2,26,0.72,1,43,2,6.51
51,20,1,2,36,0.8,1,43,2,8.52
51,21,0,4,21,0.69,1,43,2,5.58
51,22,0,2,24,0.68,1,43,2,6.74
51,23,0,4,29,0.9,1,43,2,6.11
51,24,0,1,25,0.99,1,43,2,8.66
51,25,0,1,8,0.5,1,43,2,10.29
51,26,0,3,17,0.86,1,43,2,4.57
51,27,0,3,33,0.8,1,43,2,5.98
51,28,0,2,39,0.83,1,43,2,8.37
51,29,1,4,7,0.93,1,43,2,3.87
51,30,0,4,34,0.55,1,43,2,7.46
51,31,0,5,35,0.8,1,43,2,5.95
51,32,0,3,35,0.74,1,43,2,7.24
51,33,0,5,14,0.92,1,43,2,4.3
51,34,0,5,26,0.62,1,43,2,5.63
51,35,0,3,9,0.86,1,43,2,4.75
51,36,0,2,13,0.6,1,43,2,6.33
51,37,0,1,32,0.85,1,43,2,10.33
51,38,0,5,23,0.8,1,43,2,4.36
51,39,0,3,29,0.61,1,43,2,6.8
51,40,0,3,22,0.94,1,43,2,4.91
51,41,0,2,6,0.73,1,43,2,4.35
51,42,0,4,20,0.95,1,43,2,5.27
51,43,0,3,28,0.68,1,43,2,6.98
51,44,1,1,1,0.61,1,43,2,8.95
51,45,0,1,13,0.93,1,43,2,7.15
51,46,1,3,9,0.74,1,43,2,4.1
51,47,0,1,24,0.97,1,43,2,7.86
51,48,0,1,12,0.63,1,43,2,9.82
51,49,0,2,3,0.65,1,43,2,5.22
52,0,0,4,29,0.59,5,42,3,14.59
52,1,0,5,21,0.58,5,42,3,11.34
52,2,0,3,23,0.53,5,42,3,18.24
52,3,0,5,36,0.57,5,42,3,13.6
52,4,1,3,22,0.53,5,42,3,18.35
52,5,0,4,30,0.61,5,42,3,13.87
52,6,1,4,21,0.81,5,42,3,10.24
52,7,0,2,22,0.5,5,42,3,25.75
52,8,0,1,27,0.81,5,42,3,31.02
52,9,0,2,28,0.99,5,42,3,15.7
52,10,1,3,3,0.93,5,42,3,10.52
52,11,0,5,9,0.53,5,42,3,11.02
52,12,0,4,25,0.98,5,42,3,10.18
52,13,0,2,9,0.51,5,42,3,23.94
52,14,0,2,20,0.62,5,42,3,21.51
52,15,0,4,7,0.8,5,42,3,9.06
52,16,0,3,14,0.7,5,42,3,14.63
52,17,1,2,4,0.66,5,42,3,19.26
52,18,1,2,4,0.59,5,42,3,20.46
52,19,0,2,26,0.72,5,42,3,19.7
52,20,0,2,36,0.8,5,42,3,20.12
52,21,0,4,21,0.69,5,42,3,12.18
52,22,0,2,24,0.68,5,42,3,20.4
52,23,0,4,29,0.9,5,42,3,10.16
52,24,1,1,25,0.99,5,42,3,26.62
52,25,1,1,8,0.5,5,42,3,43.72
52,26,0,3,17,0.86,5,42,3,12.53
52,27,1,3,33,0.8,5,42,3,14.35
52,28,0,2,39,0.83,5,42,3,19.2
52,29,0,4,7,0.93,5,42,3,8.7
52,30,0,4,34,0.55,5,42,3,16.04
52,31,0,5,35,0.8,5,42,3,10.15
52,32,0,3,35,0.74,5,42,3,15.92
52,33,0,5,14,0.92,5,42,3,8.65
52,34,0,5,26,0.62,5,42,3,11.9
52,35,0,3,9,0.86,5,42,3,10.77
52,36,0,2,13,0.6,5,42,3,21.44
52,37,0,1,32,0.85,5,42,3,31.24
52,38,0,5,23,0.8,5,42,3,9.13
52,39,1,3,29,0.61,5,42,3,16.59
52,40,0,3,22,0.94,5,42,3,12.48
52,41,1,2,6,0.73,5,42,3,18.11
52,42,0,4,20,0.95,5,42,3,10.37
52,43,0,3,28,0.68,5,42,3,16.02
52,44,0,1,1,0.61,5,42,3,37.24
52,45,1,1,13,0.93,5,42,3,27.0
52,46,0,3,9,0.74,5,42,3,12.76
52,47,0,1,24,0.97,5,42,3,26.87
52,48,0,1,12,0.63,5,42,3,37.3
52,49,1,2,3,0.65,5,42,3,20.05
53,0,0,4,29,0.59,2,50,1,7.52
53,1,0,5,21,0.58,2,50,1,6.52
53,2,1,3,23,0.53,2,50,1,9.84
53,3,0,5,36,0.57,2,50,1,7.56
53,4,0,3,22,0.53,2,50,1,9.65
53,5,0,4,30,0.61,2,50,1,7.92
53,6,0,4,21,0.81,2,50,1,6.0
53,7,0,2,22,0.5,2,50,1,12.61
53,8,0,1,27,0.81,2,50,1,14.4
53,9,0,2,28,0.99,2,50,1,9.34
53,10,0,3,3,0.93,2,50,1,5.3
53,11,0,5,9,0.53,2,50,1,5.38
53,12,0,4,25,0.98,2,50,1,6.75
53,13,0,2,9,0.51,2,50,1,10.93
53,14,0,2,20,0.62,2,50,1,11.4
53,15,0,4,7,0.8,2,50,1,5.37
53,16,1,3,14,0.7,2,50,1,7.92
53,17,0,2,4,0.66,2,50,1,8.38
53,18,0,2,4,0.59,2,50,1,9.42
53,19,1,2,26,0.72,2,50,1,10.54
53,20,1,2,36,0.8,2,50,1,11.33
53,21,0,4,21,0.69,2,50,1,6.81
53,22,0,2,24,0.68,2,50,1,10.65
53,23,0,4,29,0.9,2,50,1,7.56
53,24,0,1,25,0.99,2,50,1,13.28
53,25,0,1,8,0.5,2,50,1,18.34
53,26,0,3,17,0.86,2,50,1,6.21
53,27,0,3,33,0.8,2,50,1,8.42
53,28,0,2,39,0.83,2,50,1,10.63
53,29,1,4,7,0.93,2,50,1,5.11
53,30,0,4,34,0.55,2,50,1,9.28
53,31,0,5,35,0.8,2,50,1,7.11
53,32,0,3,35,0.74,2,50,1,9.78
53,33,0,5,14,0.92,2,50,1,5.05
53,34,0,5,26,0.62,2,50,1,7.01
53,35,0,3,9,0.86,2,50,1,6.58
53,36,0,2,13,0.6,2,50,1,10.29
53,37,0,1,32,0.85,2,50,1,14.9
53,38,0,5,23,0.8,2,50,1,6.23
53,39,0,3,29,0.61,2,50,1,9.0
53,40,0,3,22,0.94,2,50,1,6.88
53,41,0,2,6,0.73,2,50,1,7.63
53,42,0,4,20,0.95,2,50,1,5.11
53,43,0,3,28,0.68,2,50,1,9.46
53,44,1,1,1,0.61,2,50,1,15.06
53,45,0,1,13,0.93,2,50,1,12.65
53,46,1,3,9,0.74,2,50,1,6.89
53,47,0,1,24,0.97,2,50,1,13.37
53,48,0,1,12,0.63,2,50,1,16.77
53,49,0,2,3,0.65,2,50,1,8.09
54,0,1,4,29,0.59,5,60,2,14.98
54,1,0,5,21,0.58,5,60,2,11.0
54,2,0,3,23,0.53,5,60,2,18.1
54,3,0,5,36,0.57,5,60,2,13.37
54,4,0,3,22,0.53,5,60,2,18.07
54,5,0,4,30,0.61,5,60,2,14.64
54,6,0,4,21,0.81,5,60,2,10.67
54,7,0,2,22,0.5,5,60,2,26.26
54,8,0,1,27,0.81,5,60,2,30.77
54,9,0,2,28,0.99,5,60,2,15.55
54,10,0,3,3,0.93,5,60,2,10.72
54,11,1,5,9,0.53,5,60,2,11.07
54,12,1,4,25,0.98,5,60,2,10.56
54,13,0,2,9,0.51,5,60,2,23.9
54,14,1,2,20,0.62,5,60,2,21.6
54,15,0,4,7,0.8,5,60,2,9.58
54,16,0,3,14,0.7,5,60,2,13.33
54,17,0,2,4,0.66,5,60,2,18.75
54,18,0,2,4,0.59,5,60,2,21.49
54,19,0,2,26,0.72,5,60,2,19.65
54,20,0,2,36,0.8,5,60,2,19.53
54,21,1,4,21,0.69,5,60,2,12.02
54,22,0,2,24,0.68,5,60,2,20.37
54,23,0,4,29,0.9,5,60,2,10.4
54,24,0,1,25,0.99,5,60,2,25.97
54,25,0,1,8,0.5,5,60,2,43.94
54,26,0,3,17,0.86,5,60,2,11.92
54,27,0,3,33,0.8,5,60,2,14.77
54,28,0,2,39,0.83,5,60,2,19.12
54,29,0,4,7,0.93,5,60,2,7.89
54,30,1,4,34,0.55,5,60,2,15.4
54,31,0,5,35,0.8,5,60,2,11.11
54,32,0,3,35,0.74,5,60,2,15.61
54,33,0,5,14,0.92,5,60,2,8.29
54,34,1,5,26,0.62,5,60,2,11.49
54,35,0,3,9,0.86,5,60,2,10.9
54,36,0,2,13,0.6,5,60,2,22.21
54,37,1,1,32,0.85,5,60,2,30.57
54,38,1,5,23,0.8,5,60,2,9.53
54,39,0,3,29,0.61,5,60,2,16.48
54,40,0,3,22,0.94,5,60,2,12.13
54,41,0,2,6,0.73,5,60,2,18.48
54,42,1,4,20,0.95,5,60,2,9.51
54,43,1,3,28,0.68,5,60,2,15.38
54,44,0,1,1,0.61,5,60,2,36.05
54,45,0,1,13,0.93,5,60,2,27.29
54,46,0,3,9,0.74,5,60,2,12.29
54,47,0,1,24,0.97,5,60,2,27.44
54,48,0,1,12,0.63,5,60,2,37.14
54,49,0,2,3,0.65,5,60,2,20.04
55,0,1,4,29,0.59,1,36,1,5.76
55,1,0,5,21,0.58,1,36,1,5.35
55,2,0,3,23,0.53,1,36,1,7.19
55,3,0,5,36,0.57,1,36,1,7.05
55,4,0,3,22,0.53,1,36,1,6.05
55,5,0,4,30,0.61,1,36,1,5.61
55,6,0,4,21,0.81,1,36,1,4.12
55,7,0,2,22,0.5,1,36,1,8.61
55,8,0,1,27,0.81,1,36,1,9.98
55,9,0,2,28,0.99,1,36,1,6.58
55,10,0,3,3,0.93,1,36,1,3.04
55,11,1,5,9,0.53,1,36,1,3.68
55,12,1,4,25,0.98,1,36,1,4.97
55,13,0,2,9,0.51,1,36,1,5.95
55,14,1,2,20,0.62,1,36,1,7.63
55,15,0,4,7,0.8,1,36,1,3.47
55,16,0,3,14,0.7,1,36,1,4.31
55,17,0,2,4,0.66,1,36,1,4.79
55,18,0,2,4,0.59,1,36,1,5.39
55,19,0,2,26,0.72,1,36,1,6.81
55,20,0,2,36,0.8,1,36,1,7.42
55,21,1,4,21,0.69,1,36,1,4.97
55,22,0,2,24,0.68,1,36,1,6.69
55,23,0,4,29,0.9,1,36,1,5.24
55,24,0,1,25,0.99,1,36,1,9.04
55,25,0,1,8,0.5,1,36,1,9.74
55,26,0,3,17,0.86,1,36,1,4.79
55,27,0,3,33,0.8,1,36,1,6.93
55,28,0,2,39,0.83,1,36,1,8.26
55,29,0,4,7,0.93,1,36,1,3.52
55,30,1,4,34,0.55,1,36,1,6.22
55,31,0,5,35,0.8,1,36,1,5.32
55,32,0,3,35,0.74,1,36,1,7.16
55,33,0,5,14,0.92,1,36,1,3.6
55,34,1,5,26,0.62,1,36,1,5.44
55,35,0,3,9,0.86,1,36,1,4.01
55,36,0,2,13,0.6,1,36,1,6.16
55,37,1,1,32,0.85,1,36,1,9.63
55,38,1,5,23,0.8,1,36,1,4.73
55,39,0,3,29,0.61,1,36,1,7.2
55,40,0,3,22,0.94,1,36,1,5.26
55,41,0,2,6,0.73,1,36,1,4.86
55,42,1,4,20,0.95,1,36,1,4.99
55,43,1,3,28,0.68,1,36,1,6.15
55,44,0,1,1,0.61,1,36,1,8.26
55,45,0,1,13,0.93,1,36,1,7.52
55,46,0,3,9,0.74,1,36,1,4.48
55,47,0,1,24,0.97,1,36,1,8.83
55,48,0,1,12,0.63,1,36,1,9.5
55,49,0,2,3,0.65,1,36,1,5.05
56,0,0,4,29,0.59,4,65,2,12.99
56,1,0,5,21,0.58,4,65,2,10.28
56,2,0,3,23,0.53,4,65,2,15.65
56,3,0,5,36,0.57,4,65,2,11.36
56,4,1,3,22,0.53,4,65,2,14.72
56,5,0,4,30,0.61,4,65,2,11.49
56,6,1,4,21,0.81,4,65,2,9.99
56,7,0,2,22,0.5,4,65,2,21.09
56,8,0,1,27,0.81,4,65,2,26.46
56,9,0,2,28,0.99,4,65,2,13.9
56,10,1,3,3,0.93,4,65,2,9.07
56,11,0,5,9,0.53,4,65,2,8.73
56,12,0,4,25,0.98,4,65,2,8.86
56,13,0,2,9,0.51,4,65,2,19.78
56,14,0,2,20,0.62,4,65,2,18.42
56,15,0,4,7,0.8,4,65,2,7.34
56,16,0,3,14,0.7,4,65,2,11.74
56,17,1,2,4,0.66,4,65,2,16.18
56,18,1,2,4,0.59,4,65,2,17.27
56,19,0,2,26,0.72,4,65,2,17.24
56,20,0,2,36,0.8,4,65,2,16.66
56,21,0,4,21,0.69,4,65,2,10.91
56,22,0,2,24,0.68,4,65,2,17.83
56,23,0,4,29,0.9,4,65,2,8.89
56,24,1,1,25,0.99,4,65,2,22.03
56,25,1,1,8,0.5,4,65,2,34.94
56,26,0,3,17,0.86,4,65,2,10.96
56,27,1,3,33,0.8,4,65,2,13.16
56,28,0,2,39,0.83,4,65,2,16.25
56,29,0,4,7,0.93,4,65,2,7.67
56,30,0,4,34,0.55,4,65,2,13.45
56,31,0,5,35,0.8,4,65,2,9.64
56,32,0,3,35,0.74,4,65,2,13.77
56,33,0,5,14,0.92,4,65,2,6.98
56,34,0,5,26,0.62,4,65,2,10.25
56,35,0,3,9,0.86,4,65,2,10.22
56,36,0,2,13,0.6,4,65,2,17.9
56,37,0,1,32,0.85,4,65,2,25.43
56,38,0,5,23,0.8,4,65,2,7.86
56,39,1,3,29,0.61,4,65,2,15.18
56,40,0,3,22,0.94,4,65,2,10.34
56,41,1,2,6,0.73,4,65,2,15.33
56,42,0,4,20,0.95,4,65,2,8.94
56,43,0,3,28,0.68,4,65,2,13.12
56,44,0,1,1,0.61,4,65,2,29.01
56,45,1,1,13,0.93,4,65,2,21.77
56,46,0,3,9,0.74,4,65,2,10.31
56,47,0,1,24,0.97,4,65,2,22.42
56,48,0,1,12,0.63,4,65,2,30.18
56,49,1,2,3,0.65,4,65,2,15.18
57,0,0,4,29,0.59,4,15,2,12.93
57,1,0,5,21,0.58,4,15,2,9.77
57,2,1,3,23,0.53,4,15,2,15.09
57,3,0,5,36,0.57,4,15,2,11.03
57,4,0,3,22,0.53,4,15,2,15.1
57,5,0,4,30,0.61,4,15,2,12.37
57,6,0,4,21,0.81,4,15,2,9.75
57,7,0,2,22,0.5,4,15,2,21.6
57,8,0,1,27,0.81,4,15,2,26.41
57,9,0,2,28,0.99,4,15,2,13.96
57,10,0,3,3,0.93,4,15,2,8.59
57,11,0,5,9,0.53,4,15,2,9.33
57,12,0,4,25,0.98,4,15,2,9.39
57,13,0,2,9,0.51,4,15,2,19.63
57,14,0,2,20,0.62,4,15,2,17.52
57,15,0,4,7,0.8,4,15,2,8.39
57,16,1,3,14,0.7,4,15,2,11.13
57,17,0,2,4,0.66,4,15,2,16.08
57,18,0,2,4,0.59,4,15,2,16.94
57,19,1,2,26,0.72,4,15,2,17.3
57,20,1,2,36,0.8,4,15,2,16.13
57,21,0,4,21,0.69,4,15,2,9.77
57,22,0,2,24,0.68,4,15,2,16.8
57,23,0,4,29,0.9,4,15,2,9.11
57,24,0,1,25,0.99,4,15,2,21.85
57,25,0,1,8,0.5,4,15,2,34.74
57,26,0,3,17,0.86,4,15,2,10.26
57,27,0,3,33,0.8,4,15,2,11.89
57,28,0,2,39,0.83,4,15,2,16.86
57,29,1,4,7,0.93,4,15,2,7.69
57,30,0,4,34,0.55,4,15,2,13.87
57,31,0,5,35,0.8,4,15,2,9.25
57,32,0,3,35,0.74,4,15,2,13.61
57,33,0,5,14,0.92,4,15,2,7.1
57,34,0,5,26,0.62,4,15,2,9.73
57,35,0,3,9,0.86,4,15,2,10.01
57,36,0,2,13,0.6,4,15,2,18.13
57,37,0,1,32,0.85,4,15,2,25.82
57,38,0,5,23,0.8,4,15,2,7.89
57,39,0,3,29,0.61,4,15,2,15.11
57,40,0,3,22,0.94,4,15,2,10.23
57,41,0,2,6,0.73,4,15,2,15.42
57,42,0,4,20,0.95,4,15,2,8.01
57,43,0,3,28,0.68,4,15,2,12.86
57,44,1,1,1,0.61,4,15,2,28.83
57,45,0,1,13,0.93,4,15,2,22.4
57,46,1,3,9,0.74,4,15,2,10.71
57,47,0,1,24,0.97,4,15,2,22.81
57,48,0,1,12,0.63,4,15,2,30.2
57,49,0,2,3,0.65,4,15,2,15.87
58,0,1,4,29,0.59,2,32,3,8.6
58,1,0,5,21,0.58,2,32,3,6.6
58,2,0,3,23,0.53,2,32,3,8.89
58,3,0,5,36,0.57,2,32,3,8.81
58,4,0,3,22,0.53,2,32,3,9.95
58,5,0,4,30,0.61,2,32,3,8.85
58,6,0,4,21,0.81,2,32,3,5.72
58,7,0,2,22,0.5,2,32,3,12.93
58,8,0,1,27,0.81,2,32,3,14.69
58,9,0,2,28,0.99,2,32,3,8.18
58,10,0,3,3,0.93,2,32,3,5.11
58,11,1,5,9,0.53,2,32,3,6.32
58,12,1,4,25,0.98,2,32,3,6.61
58,13,0,2,9,0.51,2,32,3,11.52
58,14,1,2,20,0.62,2,32,3,10.91
58,15,0,4,7,0.8,2,32,3,4.81
58,16,0,3,14,0.7,2,32,3,7.23
58,17,0,2,4,0.66,2,32,3,8.66
58,18,0,2,4,0.59,2,32,3,9.78
58,19,0,2,26,0.72,2,32,3,10.76
58,20,0,2,36,0.8,2,32,3,10.09
58,21,1,4,21,0.69,2,32,3,6.29
58,22,0,2,24,0.68,2,32,3,10.78
58,23,0,4,29,0.9,2,32,3,6.78
58,24,0,1,25,0.99,2,32,3,12.42
58,25,0,1,8,0.5,2,32,3,19.01
58,26,0,3,17,0.86,2,32,3,6.64
58,27,0,3,33,0.8,2,32,3,8.29
58,28,0,2,39,0.83,2,32,3,10.66
58,29,0,4,7,0.93,2,32,3,3.91
58,30,1,4,34,0.55,2,32,3,8.85
58,31,0,5,35,0.8,2,32,3,7.01
58,32,0,3,35,0.74,2,32,3,9.31
58,33,0,5,14,0.92,2,32,3,5.06
58,34,1,5,26,0.62,2,32,3,6.55
58,35,0,3,9,0.86,2,32,3,6.57
58,36,0,2,13,0.6,2,32,3,9.65
58,37,1,1,32,0.85,2,32,3,14.66
58,38,1,5,23,0.8,2,32,3,6.7
58,39,0,3,29,0.61,2,32,3,9.45
58,40,0,3,22,0.94,2,32,3,6.4
58,41,0,2,6,0.73,2,32,3,7.62
58,42,1,4,20,0.95,2,32,3,5.41
58,43,1,3,28,0.68,2,32,3,8.45
58,44,0,1,1,0.61,2,32,3,15.32
58,45,0,1,13,0.93,2,32,3,12.16
58,46,0,3,9,0.74,2,32,3,7.05
58,47,0,1,24,0.97,2,32,3,13.15
58,48,0,1,12,0.63,2,32,3,16.24
58,49,0,2,3,0.65,2,32,3,9.34
59,0,0,4,29,0.59,3,25,2,10.06
59,1,1,5,21,0.58,3,25,2,7.7
59,2,0,3,23,0.53,3,25,2,12.46
